treatment,date,jobdate,sampleid,imageid,filename,frame,parameter,roi,frame_avg,yii_avg,npq_avg,yii_std,npq_std,plantarea,obj_in_frame,unique_roi,gtype
control,2019-08-04,2019-08-04,tray5,34,diy_data\pimframes\control-20190804-tray5-34.tif,Fmp,t300_ALon,0,38.6977,0.2195,1.9986,0.0910,0.7712,78.3200,True,True,wt
control,2019-08-04,2019-08-04,tray5,34,diy_data\pimframes\control-20190804-tray5-34.tif,Fmp,t300_ALon,1,34.5685,0.2158,2.0252,0.0847,0.7989,59.6000,True,True,stn7
control,2019-08-04,2019-08-04,tray5,34,diy_data\pimframes\control-20190804-tray5-34.tif,Fmp,t300_ALon,2,33.7278,0.2148,2.2702,0.0993,1.2936,56.2800,True,True,stn7
control,2019-08-04,2019-08-04,tray5,34,diy_data\pimframes\control-20190804-tray5-34.tif,Fmp,t300_ALon,3,40.3811,0.2028,2.0353,0.0856,0.7667,83.1200,True,True,wt
control,2019-08-04,2019-08-04,tray5,34,diy_data\pimframes\control-20190804-tray5-34.tif,Fmp,t300_ALon,4,35.0193,0.1910,2.1690,0.0952,1.1672,43.4800,True,True,vccn1
control,2019-08-04,2019-08-04,tray5,34,diy_data\pimframes\control-20190804-tray5-34.tif,Fmp,t300_ALon,5,37.9133,0.2216,2.0975,0.0964,1.2049,47.0400,True,True,vccn1
control,2019-08-04,2019-08-04,tray5,34,diy_data\pimframes\control-20190804-tray5-34.tif,Fmp,t300_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray5,34,diy_data\pimframes\control-20190804-tray5-34.tif,Fmp,t300_ALon,7,37.1444,0.2084,2.1299,0.0931,0.5596,72.2800,True,True,kea3
control,2019-08-04,2019-08-04,tray5,34,diy_data\pimframes\control-20190804-tray5-34.tif,Fmp,t300_ALon,8,35.8407,0.2109,2.1280,0.1104,0.8600,59.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,1,diy_data\pimframes\control-20190804-tray6-1.tif,Fo,FvFm,0,27.2418,0.7422,0.0000,0.0277,0.0000,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,1,diy_data\pimframes\control-20190804-tray6-1.tif,Fo,FvFm,1,28.1839,0.7248,0.0000,0.0278,0.0000,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,1,diy_data\pimframes\control-20190804-tray6-1.tif,Fo,FvFm,2,29.0850,0.7213,0.0000,0.0275,0.0000,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,1,diy_data\pimframes\control-20190804-tray6-1.tif,Fo,FvFm,3,29.8401,0.7378,0.0000,0.0309,0.0000,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,1,diy_data\pimframes\control-20190804-tray6-1.tif,Fo,FvFm,4,28.0320,0.7284,0.0000,0.0245,0.0000,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,1,diy_data\pimframes\control-20190804-tray6-1.tif,Fo,FvFm,5,24.8524,0.7311,0.0000,0.0303,0.0000,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,1,diy_data\pimframes\control-20190804-tray6-1.tif,Fo,FvFm,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,1,diy_data\pimframes\control-20190804-tray6-1.tif,Fo,FvFm,7,26.6256,0.7429,0.0000,0.0318,0.0000,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,1,diy_data\pimframes\control-20190804-tray6-1.tif,Fo,FvFm,8,26.9986,0.7458,0.0000,0.0261,0.0000,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,2,diy_data\pimframes\control-20190804-tray6-2.tif,Fm,FvFm,0,105.3273,0.7422,0.0000,0.0277,0.0000,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,2,diy_data\pimframes\control-20190804-tray6-2.tif,Fm,FvFm,1,102.4347,0.7248,0.0000,0.0278,0.0000,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,2,diy_data\pimframes\control-20190804-tray6-2.tif,Fm,FvFm,2,104.2408,0.7213,0.0000,0.0275,0.0000,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,2,diy_data\pimframes\control-20190804-tray6-2.tif,Fm,FvFm,3,113.6239,0.7378,0.0000,0.0309,0.0000,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,2,diy_data\pimframes\control-20190804-tray6-2.tif,Fm,FvFm,4,103.6781,0.7284,0.0000,0.0245,0.0000,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,2,diy_data\pimframes\control-20190804-tray6-2.tif,Fm,FvFm,5,91.5947,0.7311,0.0000,0.0303,0.0000,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,2,diy_data\pimframes\control-20190804-tray6-2.tif,Fm,FvFm,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,2,diy_data\pimframes\control-20190804-tray6-2.tif,Fm,FvFm,7,103.3706,0.7429,0.0000,0.0318,0.0000,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,2,diy_data\pimframes\control-20190804-tray6-2.tif,Fm,FvFm,8,105.6324,0.7458,0.0000,0.0261,0.0000,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,7,diy_data\pimframes\control-20190804-tray6-7.tif,Fp,t40_ALon,0,103.3843,0.0078,0.0362,0.0183,0.0429,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,7,diy_data\pimframes\control-20190804-tray6-7.tif,Fp,t40_ALon,1,101.6771,0.0069,0.0333,0.0201,0.0630,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,7,diy_data\pimframes\control-20190804-tray6-7.tif,Fp,t40_ALon,2,102.8730,0.0081,0.0302,0.0173,0.0404,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,7,diy_data\pimframes\control-20190804-tray6-7.tif,Fp,t40_ALon,3,112.5265,0.0053,0.0367,0.0171,0.0535,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,7,diy_data\pimframes\control-20190804-tray6-7.tif,Fp,t40_ALon,4,103.4746,0.0041,0.0389,0.0172,0.0602,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,7,diy_data\pimframes\control-20190804-tray6-7.tif,Fp,t40_ALon,5,91.5418,0.0088,0.0331,0.0235,0.0478,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,7,diy_data\pimframes\control-20190804-tray6-7.tif,Fp,t40_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,7,diy_data\pimframes\control-20190804-tray6-7.tif,Fp,t40_ALon,7,102.9911,0.0061,0.0401,0.0172,0.0805,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,7,diy_data\pimframes\control-20190804-tray6-7.tif,Fp,t40_ALon,8,105.6643,0.0062,0.0291,0.0200,0.0540,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,8,diy_data\pimframes\control-20190804-tray6-8.tif,Fmp,t40_ALon,0,102.3410,0.0078,0.0362,0.0183,0.0429,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,8,diy_data\pimframes\control-20190804-tray6-8.tif,Fmp,t40_ALon,1,100.2986,0.0069,0.0333,0.0201,0.0630,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,8,diy_data\pimframes\control-20190804-tray6-8.tif,Fmp,t40_ALon,2,102.0312,0.0081,0.0302,0.0173,0.0404,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,8,diy_data\pimframes\control-20190804-tray6-8.tif,Fmp,t40_ALon,3,110.5594,0.0053,0.0367,0.0171,0.0535,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,8,diy_data\pimframes\control-20190804-tray6-8.tif,Fmp,t40_ALon,4,100.8544,0.0041,0.0389,0.0172,0.0602,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,8,diy_data\pimframes\control-20190804-tray6-8.tif,Fmp,t40_ALon,5,89.6072,0.0088,0.0331,0.0235,0.0478,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,8,diy_data\pimframes\control-20190804-tray6-8.tif,Fmp,t40_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,8,diy_data\pimframes\control-20190804-tray6-8.tif,Fmp,t40_ALon,7,101.0076,0.0061,0.0401,0.0172,0.0805,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,8,diy_data\pimframes\control-20190804-tray6-8.tif,Fmp,t40_ALon,8,103.6076,0.0062,0.0291,0.0200,0.0540,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,9,diy_data\pimframes\control-20190804-tray6-9.tif,Fp,t60_ALon,0,52.3735,0.0308,1.0125,0.0415,0.4125,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,9,diy_data\pimframes\control-20190804-tray6-9.tif,Fp,t60_ALon,1,52.4932,0.0201,1.0007,0.0390,0.2905,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,9,diy_data\pimframes\control-20190804-tray6-9.tif,Fp,t60_ALon,2,53.0842,0.0189,1.0048,0.0328,0.3167,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,9,diy_data\pimframes\control-20190804-tray6-9.tif,Fp,t60_ALon,3,56.6125,0.0231,1.0267,0.0371,0.2757,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,9,diy_data\pimframes\control-20190804-tray6-9.tif,Fp,t60_ALon,4,67.8533,0.0130,0.5614,0.0331,0.1872,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,9,diy_data\pimframes\control-20190804-tray6-9.tif,Fp,t60_ALon,5,60.6393,0.0186,0.5266,0.0358,0.1900,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,9,diy_data\pimframes\control-20190804-tray6-9.tif,Fp,t60_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,9,diy_data\pimframes\control-20190804-tray6-9.tif,Fp,t60_ALon,7,50.9074,0.0262,1.0506,0.0412,0.3651,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,9,diy_data\pimframes\control-20190804-tray6-9.tif,Fp,t60_ALon,8,54.1176,0.0303,0.9448,0.0474,0.2809,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,10,diy_data\pimframes\control-20190804-tray6-10.tif,Fmp,t60_ALon,0,53.3838,0.0308,1.0125,0.0415,0.4125,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,10,diy_data\pimframes\control-20190804-tray6-10.tif,Fmp,t60_ALon,1,52.2880,0.0201,1.0007,0.0390,0.2905,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,10,diy_data\pimframes\control-20190804-tray6-10.tif,Fmp,t60_ALon,2,52.9680,0.0189,1.0048,0.0328,0.3167,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,10,diy_data\pimframes\control-20190804-tray6-10.tif,Fmp,t60_ALon,3,57.0209,0.0231,1.0267,0.0371,0.2757,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,10,diy_data\pimframes\control-20190804-tray6-10.tif,Fmp,t60_ALon,4,66.9160,0.0130,0.5614,0.0331,0.1872,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,10,diy_data\pimframes\control-20190804-tray6-10.tif,Fmp,t60_ALon,5,60.2702,0.0186,0.5266,0.0358,0.1900,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,10,diy_data\pimframes\control-20190804-tray6-10.tif,Fmp,t60_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,10,diy_data\pimframes\control-20190804-tray6-10.tif,Fmp,t60_ALon,7,51.2424,0.0262,1.0506,0.0412,0.3651,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,10,diy_data\pimframes\control-20190804-tray6-10.tif,Fmp,t60_ALon,8,54.7875,0.0303,0.9448,0.0474,0.2809,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,11,diy_data\pimframes\control-20190804-tray6-11.tif,Fp,t80_ALon,0,41.3115,0.0656,1.4528,0.0629,0.6265,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,11,diy_data\pimframes\control-20190804-tray6-11.tif,Fp,t80_ALon,1,42.1163,0.0314,1.4362,0.0459,0.4296,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,11,diy_data\pimframes\control-20190804-tray6-11.tif,Fp,t80_ALon,2,42.3554,0.0326,1.4587,0.0533,0.3603,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,11,diy_data\pimframes\control-20190804-tray6-11.tif,Fp,t80_ALon,3,45.7712,0.0477,1.4395,0.0560,0.5504,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,11,diy_data\pimframes\control-20190804-tray6-11.tif,Fp,t80_ALon,4,51.7006,0.0253,1.0166,0.0408,0.2902,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,11,diy_data\pimframes\control-20190804-tray6-11.tif,Fp,t80_ALon,5,45.7493,0.0364,0.9998,0.0507,0.3752,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,11,diy_data\pimframes\control-20190804-tray6-11.tif,Fp,t80_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,11,diy_data\pimframes\control-20190804-tray6-11.tif,Fp,t80_ALon,7,41.8693,0.0482,1.4179,0.0527,0.4881,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,11,diy_data\pimframes\control-20190804-tray6-11.tif,Fp,t80_ALon,8,43.7535,0.0525,1.3245,0.0554,0.2598,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,12,diy_data\pimframes\control-20190804-tray6-12.tif,Fmp,t80_ALon,0,43.8865,0.0656,1.4528,0.0629,0.6265,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,12,diy_data\pimframes\control-20190804-tray6-12.tif,Fmp,t80_ALon,1,42.7477,0.0314,1.4362,0.0459,0.4296,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,12,diy_data\pimframes\control-20190804-tray6-12.tif,Fmp,t80_ALon,2,43.0055,0.0326,1.4587,0.0533,0.3603,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,12,diy_data\pimframes\control-20190804-tray6-12.tif,Fmp,t80_ALon,3,47.5619,0.0477,1.4395,0.0560,0.5504,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,12,diy_data\pimframes\control-20190804-tray6-12.tif,Fmp,t80_ALon,4,52.0994,0.0253,1.0166,0.0408,0.2902,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,12,diy_data\pimframes\control-20190804-tray6-12.tif,Fmp,t80_ALon,5,46.5515,0.0364,0.9998,0.0507,0.3752,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,12,diy_data\pimframes\control-20190804-tray6-12.tif,Fmp,t80_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,12,diy_data\pimframes\control-20190804-tray6-12.tif,Fmp,t80_ALon,7,43.5140,0.0482,1.4179,0.0527,0.4881,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,12,diy_data\pimframes\control-20190804-tray6-12.tif,Fmp,t80_ALon,8,45.6523,0.0525,1.3245,0.0554,0.2598,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,13,diy_data\pimframes\control-20190804-tray6-13.tif,Fp,t100_ALon,0,36.8069,0.0826,1.7101,0.0736,0.6635,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,13,diy_data\pimframes\control-20190804-tray6-13.tif,Fp,t100_ALon,1,37.2933,0.0449,1.7191,0.0564,0.5567,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,13,diy_data\pimframes\control-20190804-tray6-13.tif,Fp,t100_ALon,2,37.1894,0.0508,1.7723,0.0611,0.6554,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,13,diy_data\pimframes\control-20190804-tray6-13.tif,Fp,t100_ALon,3,41.1150,0.0650,1.6498,0.0675,0.3464,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,13,diy_data\pimframes\control-20190804-tray6-13.tif,Fp,t100_ALon,4,44.1633,0.0397,1.3316,0.0587,0.4647,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,13,diy_data\pimframes\control-20190804-tray6-13.tif,Fp,t100_ALon,5,39.1226,0.0530,1.3010,0.0748,0.3902,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,13,diy_data\pimframes\control-20190804-tray6-13.tif,Fp,t100_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,13,diy_data\pimframes\control-20190804-tray6-13.tif,Fp,t100_ALon,7,37.6840,0.0660,1.6560,0.0732,0.4882,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,13,diy_data\pimframes\control-20190804-tray6-13.tif,Fp,t100_ALon,8,39.1771,0.0650,1.5752,0.0671,0.3334,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,14,diy_data\pimframes\control-20190804-tray6-14.tif,Fmp,t100_ALon,0,39.8963,0.0826,1.7101,0.0736,0.6635,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,14,diy_data\pimframes\control-20190804-tray6-14.tif,Fmp,t100_ALon,1,38.5608,0.0449,1.7191,0.0564,0.5567,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,14,diy_data\pimframes\control-20190804-tray6-14.tif,Fmp,t100_ALon,2,38.6267,0.0508,1.7723,0.0611,0.6554,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,14,diy_data\pimframes\control-20190804-tray6-14.tif,Fmp,t100_ALon,3,43.6302,0.0650,1.6498,0.0675,0.3464,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,14,diy_data\pimframes\control-20190804-tray6-14.tif,Fmp,t100_ALon,4,45.1787,0.0397,1.3316,0.0587,0.4647,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,14,diy_data\pimframes\control-20190804-tray6-14.tif,Fmp,t100_ALon,5,40.3649,0.0530,1.3010,0.0748,0.3902,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,14,diy_data\pimframes\control-20190804-tray6-14.tif,Fmp,t100_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,14,diy_data\pimframes\control-20190804-tray6-14.tif,Fmp,t100_ALon,7,39.7766,0.0660,1.6560,0.0732,0.4882,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,14,diy_data\pimframes\control-20190804-tray6-14.tif,Fmp,t100_ALon,8,41.4433,0.0650,1.5752,0.0671,0.3334,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,15,diy_data\pimframes\control-20190804-tray6-15.tif,Fp,t120_ALon,0,34.4870,0.0965,1.8612,0.0846,0.6852,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,15,diy_data\pimframes\control-20190804-tray6-15.tif,Fp,t120_ALon,1,34.4476,0.0590,1.9097,0.0618,0.6972,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,15,diy_data\pimframes\control-20190804-tray6-15.tif,Fp,t120_ALon,2,34.2923,0.0675,1.9394,0.0703,0.6254,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,15,diy_data\pimframes\control-20190804-tray6-15.tif,Fp,t120_ALon,3,38.5632,0.0779,1.8333,0.0710,0.8051,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,15,diy_data\pimframes\control-20190804-tray6-15.tif,Fp,t120_ALon,4,39.2568,0.0574,1.5698,0.0706,0.4279,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,15,diy_data\pimframes\control-20190804-tray6-15.tif,Fp,t120_ALon,5,34.7382,0.0671,1.5533,0.0747,0.4807,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,15,diy_data\pimframes\control-20190804-tray6-15.tif,Fp,t120_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,15,diy_data\pimframes\control-20190804-tray6-15.tif,Fp,t120_ALon,7,35.1675,0.0764,1.8252,0.0839,0.5550,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,15,diy_data\pimframes\control-20190804-tray6-15.tif,Fp,t120_ALon,8,36.4455,0.0792,1.7119,0.0758,0.3049,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,16,diy_data\pimframes\control-20190804-tray6-16.tif,Fmp,t120_ALon,0,37.8963,0.0965,1.8612,0.0846,0.6852,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,16,diy_data\pimframes\control-20190804-tray6-16.tif,Fmp,t120_ALon,1,36.1801,0.0590,1.9097,0.0618,0.6972,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,16,diy_data\pimframes\control-20190804-tray6-16.tif,Fmp,t120_ALon,2,36.4076,0.0675,1.9394,0.0703,0.6254,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,16,diy_data\pimframes\control-20190804-tray6-16.tif,Fmp,t120_ALon,3,41.5582,0.0779,1.8333,0.0710,0.8051,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,16,diy_data\pimframes\control-20190804-tray6-16.tif,Fmp,t120_ALon,4,41.0047,0.0574,1.5698,0.0706,0.4279,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,16,diy_data\pimframes\control-20190804-tray6-16.tif,Fmp,t120_ALon,5,36.6072,0.0671,1.5533,0.0747,0.4807,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,16,diy_data\pimframes\control-20190804-tray6-16.tif,Fmp,t120_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,16,diy_data\pimframes\control-20190804-tray6-16.tif,Fmp,t120_ALon,7,37.5305,0.0764,1.8252,0.0839,0.5550,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,16,diy_data\pimframes\control-20190804-tray6-16.tif,Fmp,t120_ALon,8,39.1848,0.0792,1.7119,0.0758,0.3049,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,17,diy_data\pimframes\control-20190804-tray6-17.tif,Fp,t140_ALon,0,33.0496,0.1058,1.9503,0.0798,0.6795,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,17,diy_data\pimframes\control-20190804-tray6-17.tif,Fp,t140_ALon,1,32.7842,0.0737,2.0191,0.0719,0.7654,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,17,diy_data\pimframes\control-20190804-tray6-17.tif,Fp,t140_ALon,2,32.5955,0.0843,2.0366,0.0738,0.6855,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,17,diy_data\pimframes\control-20190804-tray6-17.tif,Fp,t140_ALon,3,37.0259,0.0927,1.9005,0.0798,0.8269,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,17,diy_data\pimframes\control-20190804-tray6-17.tif,Fp,t140_ALon,4,36.2178,0.0705,1.7654,0.0764,0.7884,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,17,diy_data\pimframes\control-20190804-tray6-17.tif,Fp,t140_ALon,5,31.8050,0.0898,1.7572,0.0860,0.9058,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,17,diy_data\pimframes\control-20190804-tray6-17.tif,Fp,t140_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,17,diy_data\pimframes\control-20190804-tray6-17.tif,Fp,t140_ALon,7,33.2957,0.0835,1.9692,0.0793,0.6656,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,17,diy_data\pimframes\control-20190804-tray6-17.tif,Fp,t140_ALon,8,34.4809,0.0913,1.8550,0.0750,0.5645,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,18,diy_data\pimframes\control-20190804-tray6-18.tif,Fmp,t140_ALon,0,36.7568,0.1058,1.9503,0.0798,0.6795,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,18,diy_data\pimframes\control-20190804-tray6-18.tif,Fmp,t140_ALon,1,35.1140,0.0737,2.0191,0.0719,0.7654,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,18,diy_data\pimframes\control-20190804-tray6-18.tif,Fmp,t140_ALon,2,35.3328,0.0843,2.0366,0.0738,0.6855,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,18,diy_data\pimframes\control-20190804-tray6-18.tif,Fmp,t140_ALon,3,40.5360,0.0927,1.9005,0.0798,0.8269,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,18,diy_data\pimframes\control-20190804-tray6-18.tif,Fmp,t140_ALon,4,38.4604,0.0705,1.7654,0.0764,0.7884,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,18,diy_data\pimframes\control-20190804-tray6-18.tif,Fmp,t140_ALon,5,34.3830,0.0898,1.7572,0.0860,0.9058,28.7200,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,18,diy_data\pimframes\control-20190804-tray6-18.tif,Fmp,t140_ALon,6,nan,nan,nan,nan,nan,0.0000,nan,True,nan
control,2019-08-04,2019-08-04,tray6,18,diy_data\pimframes\control-20190804-tray6-18.tif,Fmp,t140_ALon,7,35.9797,0.0835,1.9692,0.0793,0.6656,31.5200,True,True,kea3
control,2019-08-04,2019-08-04,tray6,18,diy_data\pimframes\control-20190804-tray6-18.tif,Fmp,t140_ALon,8,37.6891,0.0913,1.8550,0.0750,0.5645,56.4800,True,True,kea3
control,2019-08-04,2019-08-04,tray6,19,diy_data\pimframes\control-20190804-tray6-19.tif,Fp,t160_ALon,0,32.0143,0.1142,2.0097,0.0833,0.6322,81.4000,True,True,wt
control,2019-08-04,2019-08-04,tray6,19,diy_data\pimframes\control-20190804-tray6-19.tif,Fp,t160_ALon,1,31.5578,0.0927,2.0805,0.0788,1.0196,52.6400,True,True,stn7
control,2019-08-04,2019-08-04,tray6,19,diy_data\pimframes\control-20190804-tray6-19.tif,Fp,t160_ALon,2,31.5596,0.1066,2.0553,0.0838,0.6620,51.3200,True,True,stn7
control,2019-08-04,2019-08-04,tray6,19,diy_data\pimframes\control-20190804-tray6-19.tif,Fp,t160_ALon,3,35.8546,0.1073,1.9518,0.0876,0.7675,63.2800,True,True,wt
control,2019-08-04,2019-08-04,tray6,19,diy_data\pimframes\control-20190804-tray6-19.tif,Fp,t160_ALon,4,34.2024,0.0834,1.8934,0.0846,0.7753,33.8000,True,True,vccn1
control,2019-08-04,2019-08-04,tray6,19,diy_data\pimframes\control-20190804-tray6-19.tif,Fp,t160_ALon,5,29.9150,0.1094,1.8750,0.0948,1.0626,28.7200,True,True,vccn1
